DELIVERY_PERSON_NAME,EMPLOYMENT_TYPE,VEHICLE_TYPE,TOTAL_DELIVERIES,AVG_DELAY,AVG_RATING,ON_TIME_RATE
Charvi Hora,CONTRACT,VAN,133,0.47,3.97,63.91
Khushi Thakkar,CONTRACT,EV BIKE,122,0.52,4.00,61.48
Samar Balay,CONTRACT,BIKE,78,0.42,4.04,62.82
Indranil Chhabra,CONTRACT,BIKE,102,0.35,4.08,71.57
Raunak Kaur,FULL-TIME,SCOOTER,120,0.51,3.93,62.50
Rasha Tara,FULL-TIME,SCOOTER,125,0.42,4.02,66.40
Zoya Agarwal,CONTRACT,SCOOTER,137,0.48,3.96,62.77
Ishaan Hayre,FULL-TIME,VAN,91,0.51,3.90,62.64
Farhan Dada,FULL-TIME,BIKE,112,0.49,4.02,59.82
Kimaya Devan,FULL-TIME,SCOOTER,86,0.51,3.86,61.63
Ira Zachariah,CONTRACT,SCOOTER,115,0.47,4.00,64.35
Rania Doctor,CONTRACT,SCOOTER,85,0.40,4.09,69.41
Anvi Badami,FULL-TIME,EV BIKE,77,0.53,4.00,61.04
Kabir Rege,FULL-TIME,SCOOTER,87,0.37,4.07,71.26
Jivika Shanker,CONTRACT,SCOOTER,107,0.48,3.91,66.36
Ryan Deshmukh,FULL-TIME,BIKE,158,0.42,4.02,65.19
Suhana Kapoor,FULL-TIME,BIKE,78,0.37,4.09,69.23
Faiyaz Rajagopal,CONTRACT,BIKE,82,0.56,3.90,57.32
Prerak Dhar,FULL-TIME,EV BIKE,111,0.48,4.02,63.06
Baiju Master,FULL-TIME,VAN,109,0.41,4.01,69.72
Eshani Das,FULL-TIME,BIKE,114,0.40,4.04,68.42
Hansh Srinivasan,FULL-TIME,VAN,107,0.49,3.93,62.62
Emir Bhat,FULL-TIME,VAN,99,0.34,4.06,71.72
Romil Lad,FULL-TIME,SCOOTER,100,0.34,4.19,71.00
Aniruddh Ravel,CONTRACT,VAN,114,0.53,3.94,59.65
Sara Bala,CONTRACT,BIKE,132,0.41,4.04,68.94
Shlok Venkataraman,FULL-TIME,BIKE,100,0.41,3.99,69.00
Suhana Bhatti,CONTRACT,VAN,128,0.52,3.91,57.81
Eva Dixit,CONTRACT,BIKE,125,0.42,4.05,67.20
Vedika Chad,FULL-TIME,SCOOTER,121,0.34,4.14,75.21
Yashvi Dube,CONTRACT,VAN,128,0.32,4.13,72.66
Bhamini Sachdev,FULL-TIME,BIKE,117,0.53,3.94,60.68
Lavanya Sibal,CONTRACT,VAN,119,0.50,4.00,57.98
Amani Saraf,CONTRACT,SCOOTER,117,0.26,4.22,80.34
Anaya Lanka,FULL-TIME,VAN,127,0.58,3.80,57.48
Hridaan Chand,CONTRACT,VAN,124,0.48,3.91,63.71
Anahi Sampath,FULL-TIME,BIKE,124,0.41,4.03,67.74
Rhea Bala,FULL-TIME,EV BIKE,115,0.49,4.01,64.35
Raunak Kamdar,FULL-TIME,SCOOTER,118,0.41,4.06,67.80
Yasmin Kant,CONTRACT,VAN,102,0.38,4.11,69.61
Inaaya  Dasgupta,FULL-TIME,EV BIKE,96,0.42,4.09,66.67
Ojas Shroff,FULL-TIME,SCOOTER,84,0.45,3.99,64.29
Kiara Sanghvi,CONTRACT,BIKE,127,0.45,3.99,65.35
Yuvraj  Krishnamurthy,CONTRACT,BIKE,83,0.55,3.90,57.83
Prerak Toor,CONTRACT,EV BIKE,101,0.50,3.96,59.41
Stuvan Malhotra,FULL-TIME,EV BIKE,117,0.48,3.95,64.96
Yashvi Sinha,CONTRACT,VAN,76,0.42,4.05,69.74
Neysa Ravel,FULL-TIME,SCOOTER,141,0.40,4.07,69.50
Uthkarsh Jani,CONTRACT,EV BIKE,113,0.35,4.08,71.68
Ryan Deep,FULL-TIME,BIKE,99,0.33,4.16,70.71
Urvi Ray,CONTRACT,EV BIKE,111,0.41,3.97,68.47
Renee Bahri,FULL-TIME,SCOOTER,125,0.42,4.04,67.20
Eshani Keer,CONTRACT,BIKE,158,0.46,4.00,65.82
Indranil Vohra,CONTRACT,SCOOTER,103,0.54,3.90,60.19
Aayush Bera,FULL-TIME,BIKE,125,0.47,4.02,64.00
Nayantara Hora,CONTRACT,SCOOTER,130,0.48,3.98,63.08
Saanvi Bajwa,FULL-TIME,VAN,128,0.54,3.88,58.59
Dhanuk Ratti,CONTRACT,BIKE,131,0.49,4.03,59.54
Uthkarsh Hegde,FULL-TIME,SCOOTER,154,0.44,4.01,66.23
Siya Dayal,FULL-TIME,SCOOTER,98,0.43,4.00,66.33
Aradhya Mannan,FULL-TIME,VAN,92,0.52,3.92,60.87
Hunar Kala,FULL-TIME,VAN,101,0.55,3.95,58.42
Nishith Gour,CONTRACT,VAN,103,0.55,3.86,57.28
Riya Doshi,FULL-TIME,BIKE,85,0.42,4.11,64.71
Tejas Jani,CONTRACT,SCOOTER,100,0.48,3.90,62.00
Tanya Badami,CONTRACT,SCOOTER,118,0.58,3.82,57.63
Alia Chowdhury,CONTRACT,VAN,83,0.42,4.04,66.27
Vaibhav Brar,CONTRACT,EV BIKE,105,0.46,3.92,66.67
Biju Dubey,FULL-TIME,SCOOTER,86,0.44,3.96,66.28
Lakshay Guha,FULL-TIME,VAN,87,0.46,4.01,62.07
Tanya Majumdar,FULL-TIME,EV BIKE,118,0.41,4.02,67.80
Farhan Mani,CONTRACT,SCOOTER,100,0.53,3.90,57.00
Diya Hora,FULL-TIME,BIKE,111,0.46,3.92,63.96
Vedika Vyas,CONTRACT,BIKE,63,0.46,3.89,68.25
Jayant Bhatt,FULL-TIME,VAN,101,0.58,3.81,60.40
Hrishita Handa,CONTRACT,SCOOTER,104,0.34,4.12,71.15
Lakshay Aggarwal,FULL-TIME,BIKE,106,0.35,4.15,74.53
Himmat Mani,CONTRACT,VAN,137,0.49,3.95,62.77
Adira Tailor,CONTRACT,EV BIKE,73,0.30,4.15,76.71
Alia Seshadri,FULL-TIME,VAN,100,0.38,4.06,72.00
Anay Chana,CONTRACT,EV BIKE,94,0.49,3.96,65.96
Anika Brahmbhatt,CONTRACT,VAN,93,0.48,4.00,62.37
Inaaya  Bail,CONTRACT,BIKE,120,0.47,3.99,62.50
Tiya Shah,CONTRACT,VAN,133,0.44,4.07,67.67
Indrans Chandra,CONTRACT,BIKE,118,0.36,4.06,71.19
Anay Srinivasan,CONTRACT,SCOOTER,119,0.48,4.00,63.03
Romil Krish,CONTRACT,BIKE,93,0.51,3.96,61.29
Aradhya Gour,CONTRACT,BIKE,107,0.56,3.83,59.81
Tarini Bora,FULL-TIME,VAN,101,0.48,3.96,60.40
Prisha Malhotra,FULL-TIME,EV BIKE,88,0.57,3.90,57.95
Nishith Loke,FULL-TIME,EV BIKE,106,0.49,3.95,64.15
Anya Bhasin,FULL-TIME,VAN,91,0.42,4.02,67.03
Charvi Rao,FULL-TIME,EV BIKE,142,0.49,3.94,63.38
Prerak Chokshi,CONTRACT,SCOOTER,96,0.38,4.14,69.79
Ela Varghese,FULL-TIME,SCOOTER,111,0.38,4.05,71.17
Kiara Kulkarni,FULL-TIME,EV BIKE,123,0.50,3.96,60.16
Anay Chander,FULL-TIME,VAN,94,0.33,4.16,71.28
Advik Hora,CONTRACT,BIKE,105,0.50,3.92,62.86
Yashvi Sastry,CONTRACT,VAN,93,0.42,4.01,66.67
Vidur Tella,CONTRACT,SCOOTER,105,0.41,4.11,68.57
Farhan Boase,FULL-TIME,VAN,96,0.46,4.01,57.29
Eva Deol,FULL-TIME,BIKE,104,0.32,4.13,73.08
Manjari Barad,FULL-TIME,EV BIKE,110,0.48,3.87,64.55
Aarush Samra,CONTRACT,EV BIKE,111,0.48,3.93,60.36
Nayantara Jhaveri,FULL-TIME,EV BIKE,119,0.45,4.03,64.71
Hridaan Lal,FULL-TIME,VAN,108,0.40,4.03,69.44
Arnav Thaman,FULL-TIME,BIKE,98,0.43,4.03,64.29
Yasmin Varughese,FULL-TIME,VAN,95,0.49,3.91,65.26
Tara Anne,FULL-TIME,BIKE,79,0.34,4.12,69.62
Tejas Kohli,CONTRACT,BIKE,133,0.44,4.03,63.91
Umang Chad,FULL-TIME,SCOOTER,207,0.47,4.01,62.32
Anvi Kohli,CONTRACT,SCOOTER,105,0.49,4.00,62.86
Bhamini Koshy,FULL-TIME,VAN,110,0.40,4.06,69.09
Baiju Dugar,CONTRACT,EV BIKE,110,0.52,3.96,60.91
Arhaan Seshadri,CONTRACT,VAN,91,0.42,3.97,68.13
Tara Kapadia,FULL-TIME,VAN,146,0.51,3.96,58.22
Pranay Sundaram,CONTRACT,SCOOTER,107,0.40,4.06,68.22
Krish Saraf,FULL-TIME,SCOOTER,126,0.46,4.02,62.70
Zeeshan Dada,FULL-TIME,EV BIKE,84,0.42,4.09,65.48
Kimaya Dhillon,CONTRACT,EV BIKE,96,0.48,3.98,65.63
Anay Ratti,CONTRACT,VAN,136,0.49,3.94,62.50
Hansh Andra,FULL-TIME,VAN,106,0.41,4.02,70.75
Suhana Goel,CONTRACT,EV BIKE,122,0.39,4.09,71.31
Tiya Bhandari,FULL-TIME,VAN,127,0.47,3.99,62.20
Parinaaz Rama,FULL-TIME,SCOOTER,107,0.46,3.99,67.29
Nirvi Biswas,CONTRACT,SCOOTER,94,0.34,4.16,72.34
Vanya Chadha,FULL-TIME,BIKE,124,0.48,3.90,64.52
Vardaniya Bhalla,CONTRACT,BIKE,150,0.41,4.05,65.33
Kavya Dash,CONTRACT,SCOOTER,92,0.48,3.96,59.78
Mannat Ramesh,CONTRACT,EV BIKE,92,0.67,3.74,54.35
Kaira Sant,CONTRACT,SCOOTER,161,0.52,3.89,59.63
Zoya Zacharia,FULL-TIME,VAN,89,0.38,4.06,68.54
Pranay Loyal,FULL-TIME,SCOOTER,128,0.42,4.01,69.53
Seher Gill,FULL-TIME,BIKE,99,0.45,3.98,66.67
Purab Gade,FULL-TIME,VAN,102,0.41,4.02,71.57
Uthkarsh Guha,FULL-TIME,SCOOTER,104,0.50,4.01,62.50
Stuvan Ganguly,CONTRACT,BIKE,88,0.40,4.12,69.32
Yuvraj  Chaudhari,FULL-TIME,BIKE,130,0.40,4.11,65.38
Aarna Saraf,FULL-TIME,EV BIKE,87,0.53,3.89,62.07
Hunar Rama,CONTRACT,VAN,81,0.40,4.03,69.14
Hrishita Maharaj,FULL-TIME,EV BIKE,82,0.46,3.96,63.41
Prerak Brahmbhatt,FULL-TIME,BIKE,128,0.42,4.02,65.63
Hunar Grewal,FULL-TIME,SCOOTER,138,0.36,4.10,68.84
Advika Kothari,FULL-TIME,SCOOTER,132,0.39,4.00,70.45
Vaibhav Chandra,FULL-TIME,SCOOTER,114,0.33,4.13,73.68
Zeeshan Barad,FULL-TIME,SCOOTER,99,0.44,4.08,65.66
Madhav Biswas,CONTRACT,SCOOTER,102,0.40,3.97,69.61
Aaina Cherian,CONTRACT,SCOOTER,111,0.48,3.95,65.77
Mamooty Kohli,CONTRACT,EV BIKE,99,0.47,3.92,64.65
Ehsaan Hora,FULL-TIME,VAN,115,0.43,4.08,62.61
Krish Dave,CONTRACT,VAN,118,0.53,3.90,58.47
Elakshi Lalla,CONTRACT,BIKE,112,0.49,4.04,62.50
Manikya Samra,FULL-TIME,BIKE,106,0.51,3.94,62.26
Jayant Dasgupta,CONTRACT,BIKE,128,0.37,4.03,70.31
Nitya Jayaraman,CONTRACT,EV BIKE,121,0.45,3.98,64.46
Gokul Biswas,CONTRACT,BIKE,93,0.45,3.99,66.67
Khushi Dhaliwal,FULL-TIME,SCOOTER,127,0.44,3.99,63.78
Saksham Vyas,FULL-TIME,BIKE,103,0.40,4.06,67.96
Sumer Sur,FULL-TIME,BIKE,84,0.36,4.11,71.43
Urvi Bains,CONTRACT,EV BIKE,107,0.44,3.96,64.49
Gokul Gulati,FULL-TIME,EV BIKE,152,0.44,4.00,66.45
Emir Roy,CONTRACT,BIKE,126,0.47,4.00,62.70
Kanav Deo,FULL-TIME,VAN,126,0.37,4.14,68.25
Kartik Singhal,FULL-TIME,EV BIKE,98,0.41,4.01,68.37
Riaan Tank,FULL-TIME,SCOOTER,129,0.53,3.90,57.36
Zain Sharma,CONTRACT,SCOOTER,111,0.63,3.79,52.25
Gatik Bansal,FULL-TIME,SCOOTER,87,0.41,4.13,70.11
Miraya Raval,FULL-TIME,EV BIKE,98,0.37,4.13,68.37
Miraan Chaudhuri,CONTRACT,BIKE,123,0.34,4.14,75.61
Mahika Mangal,CONTRACT,BIKE,83,0.43,3.96,66.27
Zeeshan Srinivas,FULL-TIME,EV BIKE,140,0.58,3.87,55.71
Myra Bir,CONTRACT,BIKE,209,0.45,4.04,64.59
Zara Bhakta,CONTRACT,SCOOTER,115,0.51,3.98,60.00
Anaya Reddy,FULL-TIME,SCOOTER,126,0.48,3.92,60.32
Faiyaz Sur,FULL-TIME,BIKE,92,0.47,3.98,63.04
Zain Kohli,CONTRACT,VAN,112,0.47,3.96,65.18
Stuvan Chaudhuri,CONTRACT,BIKE,141,0.40,4.07,68.79
Aradhya Loyal,CONTRACT,SCOOTER,87,0.41,4.01,67.82
Siya Tandon,FULL-TIME,BIKE,153,0.44,4.02,66.67
Ivan Varghese,CONTRACT,VAN,105,0.47,3.96,60.95
Amira Ratti,FULL-TIME,SCOOTER,95,0.41,4.02,69.47
Advika Comar,CONTRACT,BIKE,91,0.63,3.82,53.85
Aaryahi Bala,CONTRACT,EV BIKE,91,0.37,4.08,71.43
Trisha Saini,FULL-TIME,BIKE,91,0.52,3.93,61.54
Suhana Dar,FULL-TIME,BIKE,96,0.38,4.04,70.83
Advika Bhavsar,CONTRACT,BIKE,103,0.50,3.89,65.05
Nirvaan Sharma,FULL-TIME,EV BIKE,104,0.50,3.88,65.38
Riaan Acharya,CONTRACT,EV BIKE,99,0.41,4.03,71.72
Manikya Gill,CONTRACT,BIKE,102,0.37,4.09,70.59
Kartik Kaur,CONTRACT,VAN,124,0.49,3.93,61.29
Saira Batra,FULL-TIME,SCOOTER,119,0.46,3.98,63.87
Priyansh Bawa,CONTRACT,VAN,111,0.52,3.84,63.06
Ivana Batta,CONTRACT,VAN,123,0.51,3.88,60.98
Yakshit Lad,CONTRACT,EV BIKE,103,0.40,4.06,70.87
Saira Kala,CONTRACT,VAN,114,0.36,4.11,69.30
Saksham Dhar,CONTRACT,EV BIKE,109,0.43,4.02,62.39
Raunak Chander,CONTRACT,VAN,142,0.46,3.98,64.08
Gokul Cheema,CONTRACT,BIKE,99,0.39,4.04,70.71
Nirvi Shetty,FULL-TIME,EV BIKE,120,0.47,4.03,65.00
Dhanuk Bhatti,FULL-TIME,BIKE,95,0.36,4.09,68.42
Charvi Dubey,FULL-TIME,VAN,101,0.50,3.81,63.37
Mishti Arora,FULL-TIME,BIKE,98,0.48,3.94,60.20
Vaibhav Sahota,CONTRACT,EV BIKE,96,0.48,3.97,62.50
Indrajit Jayaraman,CONTRACT,BIKE,107,0.53,3.88,58.88
Ritvik Chahal,CONTRACT,VAN,88,0.57,3.93,60.23
Ishaan Lad,CONTRACT,VAN,131,0.51,3.90,64.89
Aarna Balasubramanian,FULL-TIME,VAN,99,0.43,4.02,64.65
Ela Dixit,FULL-TIME,SCOOTER,83,0.52,3.99,59.04
Fateh Contractor,FULL-TIME,EV BIKE,142,0.40,4.06,70.42
Hridaan Lala,CONTRACT,VAN,117,0.53,3.91,59.83
Jivin Guha,CONTRACT,EV BIKE,116,0.53,3.93,56.90
Jiya Goda,FULL-TIME,SCOOTER,117,0.43,4.03,64.10
Darshit Char,FULL-TIME,EV BIKE,118,0.43,4.05,66.10
Tushar Keer,CONTRACT,SCOOTER,114,0.46,3.94,64.91
Emir Krishna,FULL-TIME,SCOOTER,126,0.49,3.96,61.11
Prerak Rajagopal,CONTRACT,EV BIKE,107,0.53,3.90,60.75
Kashvi Vyas,FULL-TIME,SCOOTER,111,0.42,3.97,70.27
Arnav Madan,CONTRACT,EV BIKE,77,0.44,4.05,61.04
Hiran Cheema,FULL-TIME,VAN,109,0.48,3.95,60.55
Jiya Sandhu,FULL-TIME,SCOOTER,71,0.52,3.92,60.56
Nehmat Ghosh,CONTRACT,EV BIKE,76,0.33,4.14,68.42
Rania Thakur,FULL-TIME,BIKE,98,0.40,4.08,70.41
Adah Srinivasan,FULL-TIME,EV BIKE,121,0.48,3.97,63.64
Sumer Sastry,FULL-TIME,EV BIKE,103,0.49,3.90,65.05
Nehmat Raman,CONTRACT,VAN,126,0.41,4.09,67.46
Aaryahi Mani,FULL-TIME,EV BIKE,72,0.50,3.96,58.33
Neelofar Mandal,FULL-TIME,VAN,104,0.42,4.03,65.38
Tarini Lall,FULL-TIME,SCOOTER,101,0.41,4.07,65.35
Zeeshan Kumar,FULL-TIME,BIKE,136,0.40,4.04,70.59
Myra Sheth,FULL-TIME,SCOOTER,70,0.57,3.86,55.71
Vaibhav Bobal,CONTRACT,EV BIKE,133,0.38,4.16,68.42
Anya Sharaf,CONTRACT,EV BIKE,87,0.47,3.93,60.92
Rohan Srinivas,FULL-TIME,SCOOTER,93,0.44,4.00,63.44
Nirvaan Viswanathan,FULL-TIME,BIKE,109,0.46,3.99,65.14
Shlok Mani,CONTRACT,SCOOTER,106,0.35,4.17,73.58
Zeeshan Bhagat,FULL-TIME,BIKE,109,0.42,4.02,67.89
Kartik Chowdhury,FULL-TIME,BIKE,82,0.45,4.03,65.85
Ela Din,FULL-TIME,BIKE,93,0.42,4.03,66.67
Samiha Subramaniam,FULL-TIME,SCOOTER,107,0.49,3.95,62.62
Vritika Sarma,FULL-TIME,EV BIKE,98,0.46,3.99,64.29
Divit Sridhar,FULL-TIME,SCOOTER,138,0.51,3.92,62.32
Hazel Rajagopal,FULL-TIME,EV BIKE,124,0.48,3.94,61.29
Madhav Char,CONTRACT,BIKE,81,0.44,4.04,66.67
Mannat Trivedi,FULL-TIME,BIKE,121,0.55,3.87,57.85
Riaan Kade,CONTRACT,SCOOTER,118,0.50,3.91,62.71
Jhanvi Chokshi,CONTRACT,VAN,131,0.42,4.03,66.41
Vanya Raj,CONTRACT,SCOOTER,143,0.48,3.95,65.73
Prerak Chatterjee,FULL-TIME,SCOOTER,109,0.45,3.95,62.39
Tarini Madan,FULL-TIME,EV BIKE,109,0.43,3.94,66.97
Bhamini Joshi,CONTRACT,BIKE,93,0.38,4.06,69.89
Shanaya Shankar,CONTRACT,BIKE,107,0.51,3.95,58.88
Indrans Goswami,CONTRACT,VAN,108,0.52,3.86,59.26
Krish Verma,FULL-TIME,BIKE,104,0.43,3.99,65.38
Kavya Mangat,CONTRACT,EV BIKE,99,0.43,4.02,71.72
Ehsaan Rao,CONTRACT,EV BIKE,112,0.45,4.02,60.71
Hiran Virk,FULL-TIME,BIKE,145,0.42,4.06,66.21
Nitara Chakraborty,CONTRACT,EV BIKE,116,0.47,3.97,63.79
Chirag Varughese,FULL-TIME,BIKE,118,0.45,3.99,65.25
Ela Ramaswamy,CONTRACT,BIKE,160,0.49,3.92,63.75
Tara Guha,CONTRACT,EV BIKE,118,0.48,4.04,59.32
Mamooty Khatri,FULL-TIME,VAN,106,0.46,3.98,63.21
Navya Goda,FULL-TIME,SCOOTER,91,0.52,3.96,61.54
Nitya Atwal,CONTRACT,VAN,101,0.45,3.96,64.36
Kiara Chowdhury,CONTRACT,EV BIKE,102,0.43,4.02,68.63
Dhruv Bumb,FULL-TIME,SCOOTER,99,0.35,4.10,70.71
Dhanuk Dora,CONTRACT,SCOOTER,99,0.38,4.03,71.72
Badal Kala,FULL-TIME,VAN,105,0.51,3.99,60.95
Sara Ram,FULL-TIME,EV BIKE,86,0.52,3.96,59.30
Ela Bhandari,CONTRACT,EV BIKE,122,0.49,3.94,60.66
Anvi Maharaj,FULL-TIME,VAN,105,0.44,4.10,61.90
Mishti Bakshi,CONTRACT,EV BIKE,116,0.42,4.07,67.24
Keya Choudhury,FULL-TIME,SCOOTER,87,0.48,3.93,64.37
Alia Saini,CONTRACT,VAN,120,0.41,4.09,66.67
Divij Edwin,FULL-TIME,SCOOTER,109,0.39,4.05,66.06
Eshani Shroff,FULL-TIME,BIKE,112,0.41,4.06,67.86
Biju Vora,FULL-TIME,VAN,122,0.47,4.01,62.30
Miraan Saran,FULL-TIME,SCOOTER,113,0.44,4.00,62.83
Piya Sachar,CONTRACT,EV BIKE,143,0.39,4.05,67.83
Pranay Sangha,CONTRACT,BIKE,91,0.64,3.73,56.04
Riya Chaudry,FULL-TIME,SCOOTER,110,0.46,3.95,60.91
Nishith Grover,FULL-TIME,EV BIKE,112,0.42,4.03,64.29
Aaryahi Tella,FULL-TIME,SCOOTER,102,0.50,3.90,60.78
Nirvi Bansal,FULL-TIME,EV BIKE,123,0.37,4.06,70.73
Oorja Suresh,FULL-TIME,BIKE,116,0.46,4.08,65.52
Priyansh Bir,FULL-TIME,VAN,97,0.53,3.96,60.82
Ivana Srivastava,CONTRACT,SCOOTER,120,0.43,4.00,67.50
Kashvi Sant,FULL-TIME,BIKE,104,0.62,3.89,54.81
Lavanya Venkatesh,FULL-TIME,EV BIKE,103,0.40,4.02,66.99
Adah Bahl,CONTRACT,BIKE,121,0.44,4.02,66.94
Jiya Swaminathan,CONTRACT,BIKE,119,0.39,4.04,68.07
Anika Wagle,FULL-TIME,EV BIKE,110,0.55,3.91,60.00
Riaan Tara,CONTRACT,BIKE,116,0.51,3.87,63.79
Akarsh Bala,FULL-TIME,EV BIKE,98,0.53,3.96,59.18
Adah Amble,CONTRACT,SCOOTER,116,0.47,3.97,62.93
Mamooty Gala,FULL-TIME,VAN,144,0.42,4.08,63.19
Rohan Seth,FULL-TIME,BIKE,80,0.50,3.93,62.50
Nayantara Raja,FULL-TIME,SCOOTER,130,0.48,3.95,60.00
Tiya Kunda,CONTRACT,SCOOTER,108,0.49,3.99,62.04
Reyansh Rana,CONTRACT,BIKE,112,0.44,4.05,66.96
Adah Tiwari,CONTRACT,SCOOTER,100,0.46,4.01,67.00
Damini Ray,FULL-TIME,EV BIKE,128,0.40,4.04,68.75
Tarini Solanki,CONTRACT,BIKE,96,0.50,3.83,63.54
Jayesh Luthra,FULL-TIME,VAN,127,0.42,4.06,70.08
Nirvi Chaudry,CONTRACT,BIKE,159,0.55,3.88,57.23
Shalv Kade,FULL-TIME,EV BIKE,104,0.34,4.10,75.96
Aarush Sachdeva,FULL-TIME,BIKE,111,0.56,3.83,54.05
Nitara Lad,FULL-TIME,BIKE,109,0.51,3.91,60.55
Ela Baria,CONTRACT,SCOOTER,99,0.32,4.20,77.78
Kanav Boase,FULL-TIME,BIKE,92,0.61,3.85,54.35
Jivin Kant,CONTRACT,VAN,139,0.44,4.02,64.75
Eshani Virk,CONTRACT,BIKE,115,0.37,4.16,70.43
Rasha Chana,CONTRACT,SCOOTER,106,0.47,3.88,63.21
Hansh Shanker,FULL-TIME,BIKE,106,0.42,4.03,66.98
Ishaan Bail,CONTRACT,BIKE,148,0.57,3.91,61.49
Aayush Ganesh,FULL-TIME,VAN,115,0.43,4.00,68.70
Lakshit Shanker,CONTRACT,EV BIKE,120,0.48,4.03,60.83
Zaina Mandal,CONTRACT,EV BIKE,95,0.46,4.01,62.11
Jiya Dhar,CONTRACT,EV BIKE,122,0.43,3.98,64.75
Jayesh Kulkarni,CONTRACT,EV BIKE,105,0.51,3.88,63.81
Neelofar Kade,FULL-TIME,BIKE,108,0.57,3.90,55.56
Ivan Banerjee,FULL-TIME,BIKE,107,0.47,4.00,59.81
Keya Char,CONTRACT,BIKE,113,0.39,4.11,69.03
Sana Agrawal,FULL-TIME,BIKE,151,0.46,4.02,62.25
Divit Lad,FULL-TIME,EV BIKE,95,0.37,4.15,69.47
Stuvan Lal,CONTRACT,VAN,124,0.52,3.98,58.87
Abram Dara,FULL-TIME,BIKE,93,0.35,4.09,72.04
Faiyaz Swamy,FULL-TIME,VAN,87,0.51,3.92,59.77
Stuvan Chand,FULL-TIME,SCOOTER,78,0.54,3.91,61.54
Abram Saha,CONTRACT,EV BIKE,104,0.48,4.02,61.54
Divyansh Dey,CONTRACT,SCOOTER,104,0.47,3.95,65.38
Madhup Taneja,CONTRACT,EV BIKE,84,0.48,3.97,63.10
Nehmat Bains,FULL-TIME,EV BIKE,126,0.48,4.02,63.49
Hansh Saraf,CONTRACT,SCOOTER,128,0.50,3.91,63.28
Jayant Chacko,FULL-TIME,EV BIKE,116,0.39,4.07,71.55
Yasmin Kalla,CONTRACT,BIKE,83,0.49,3.89,63.86
Mehul Shroff,FULL-TIME,EV BIKE,99,0.48,4.00,64.65
Zoya Rajan,FULL-TIME,BIKE,122,0.39,4.05,67.21
Ishita Doctor,FULL-TIME,BIKE,83,0.49,3.99,57.83
Dhruv Baria,FULL-TIME,EV BIKE,104,0.42,3.98,66.35
Nitya Goel,FULL-TIME,SCOOTER,101,0.41,4.03,69.31
Anvi Vala,CONTRACT,EV BIKE,218,0.44,4.03,66.51
Jiya Bandi,FULL-TIME,BIKE,101,0.44,4.00,63.37
Prerak Suri,FULL-TIME,EV BIKE,129,0.49,3.90,62.79
Vihaan Sami,FULL-TIME,SCOOTER,114,0.56,3.87,57.02
Bhavin Keer,FULL-TIME,BIKE,89,0.60,3.87,56.18
Anvi Rana,CONTRACT,SCOOTER,108,0.54,3.85,57.41
Ivana Krish,CONTRACT,EV BIKE,92,0.39,4.14,69.57
Aaina Kanda,FULL-TIME,SCOOTER,142,0.44,3.94,66.90
Urvi Bava,CONTRACT,BIKE,96,0.44,4.04,64.58
Jivika Devan,CONTRACT,BIKE,95,0.43,4.02,67.37
Charvi Shere,CONTRACT,EV BIKE,134,0.51,3.96,59.70
Heer Maharaj,CONTRACT,BIKE,129,0.43,4.02,63.57
Aarav Amble,CONTRACT,SCOOTER,113,0.52,3.94,58.41
Jayesh Goel,FULL-TIME,SCOOTER,153,0.46,3.97,68.63
Pranay Bhatt,FULL-TIME,EV BIKE,108,0.35,4.13,69.44
Tejas Varghese,CONTRACT,BIKE,97,0.39,4.14,65.98
Jayan Taneja,CONTRACT,EV BIKE,96,0.38,4.06,70.83
Saira Bora,FULL-TIME,BIKE,122,0.46,4.06,63.93
Tarini Dua,FULL-TIME,EV BIKE,111,0.40,4.12,69.37
Nirvi Mahajan,FULL-TIME,EV BIKE,102,0.50,4.02,63.73
Kimaya Sarkar,CONTRACT,EV BIKE,98,0.53,3.91,58.16
Neysa Sankar,CONTRACT,VAN,100,0.54,3.85,60.00
Aarush Sahota,CONTRACT,EV BIKE,81,0.49,3.93,62.96
Kavya Rege,FULL-TIME,VAN,76,0.46,3.99,63.16
Manikya Koshy,CONTRACT,BIKE,151,0.48,3.92,64.24
Neelofar Ramaswamy,FULL-TIME,VAN,105,0.44,4.03,67.62
Divit Kakar,FULL-TIME,EV BIKE,92,0.28,4.20,77.17
Hazel Bhagat,CONTRACT,VAN,104,0.55,3.92,61.54
Purab Doshi,FULL-TIME,VAN,128,0.41,3.98,69.53
Dhanush Bhatti,FULL-TIME,EV BIKE,153,0.48,3.92,62.75
Darshit Goswami,FULL-TIME,VAN,97,0.44,4.03,63.92
Advik Aggarwal,FULL-TIME,BIKE,114,0.41,3.95,65.79
Chirag Mall,FULL-TIME,SCOOTER,102,0.39,4.04,68.63
Aniruddh Mangal,FULL-TIME,BIKE,81,0.46,4.07,61.73
Pari Vasa,CONTRACT,SCOOTER,79,0.29,4.17,75.95
Drishya Sanghvi,CONTRACT,SCOOTER,113,0.49,3.98,59.29
Jayesh Banik,CONTRACT,VAN,127,0.34,4.13,71.65
Ivana Anne,FULL-TIME,VAN,155,0.44,4.05,63.23
Manikya Gala,CONTRACT,BIKE,113,0.50,3.95,59.29
Parinaaz Ramaswamy,FULL-TIME,SCOOTER,115,0.48,3.95,65.22
Dhanush Ratta,CONTRACT,EV BIKE,94,0.38,4.02,69.15
